파일,min,max,전체중앙,벽중앙,벽평균,벽p90,노면중앙,하늘중앙,시트중앙,시트평균,벽화소,노면화소
HM20260820123606.jpeg,21.8,78,42.838974358974355,38.515897435897436,42.65402115228322,59.84307692307692,48.02666666666667,27.564102564102562,39.63,40.3,71775,14078
HM20260820130001.jpeg,18.2,53.6,32.72307692307692,32.90461538461538,33.397210637031755,43.07076923076923,37.44307692307692,21.286153846153844,35.73,36.02,72001,13854
