lat,lon,n_records,svf,n_buildings,street_width_m,hw_ratio,snapped_m,폭등급
35.2112,129.0879,1,0.942,2,101.2,0.4,0.0,큰길(12m+)
35.2113,129.0881,1,0.963,3,,,,개방
35.2113,129.0883,1,0.979,3,,,,개방
35.2114,129.0887,1,0.992,5,,,,개방
35.2112,129.0886,1,0.989,3,88.4,0.05,0.0,큰길(12m+)
35.1824,129.1035,11,0.322,35,24.6,2.62,1.5,큰길(12m+)
35.1823,129.103,1,0.368,44,18.7,1.87,0.0,큰길(12m+)
35.2087,129.07,1,0.649,52,26.6,1.0,0.0,큰길(12m+)
35.2304,129.0792,3,0.656,51,6.1,1.38,0.0,혼합골목(6-12m)
35.2306,129.0784,1,0.33,41,10.6,1.97,0.0,혼합골목(6-12m)
35.2297,129.0829,2,0.734,55,19.1,0.51,0.0,큰길(12m+)
35.2295,129.0833,2,0.701,75,16.8,0.66,0.0,큰길(12m+)
35.2295,129.0838,1,0.533,88,11.3,0.62,1.9,혼합골목(6-12m)
35.2303,129.0842,1,0.437,106,10.8,1.03,0.0,혼합골목(6-12m)
35.2301,129.0848,1,0.808,128,20.0,0.28,0.0,큰길(12m+)
35.2301,129.0853,1,0.418,114,10.4,0.94,0.0,혼합골목(6-12m)
35.23,129.0859,1,0.456,118,10.2,1.23,0.0,혼합골목(6-12m)
35.2301,129.0857,1,0.668,115,10.5,0.8,0.0,혼합골목(6-12m)
35.2302,129.0851,1,0.63,124,10.6,0.79,0.0,혼합골목(6-12m)
35.2303,129.0846,1,0.533,117,10.9,0.77,0.0,혼합골목(6-12m)
35.2302,129.084,1,0.528,96,13.0,0.65,0.0,큰길(12m+)
35.2293,129.0838,1,0.862,85,18.0,0.16,0.0,큰길(12m+)
35.2303,129.0828,1,0.972,46,62.4,0.04,0.0,큰길(12m+)
35.2309,129.0812,3,0.99,11,67.7,0.04,0.0,큰길(12m+)
35.2312,129.08,7,0.969,20,14.4,0.19,0.0,큰길(12m+)
35.1835,129.1071,1,0.88,58,30.3,0.18,0.0,큰길(12m+)
35.1837,129.1071,1,0.935,55,28.3,0.2,0.0,큰길(12m+)
35.1846,129.1069,1,0.971,41,29.5,0.14,0.0,큰길(12m+)
35.1859,129.107,2,0.448,86,26.7,0.63,0.0,큰길(12m+)
35.1874,129.1072,1,0.73,71,27.8,0.4,0.0,큰길(12m+)
35.1878,129.1051,1,0.954,78,31.3,0.13,0.0,큰길(12m+)
35.1878,129.104,1,0.969,89,36.0,0.16,0.0,큰길(12m+)
35.1865,129.1021,1,0.932,76,67.5,0.08,0.0,큰길(12m+)
35.1243,129.1132,1,0.955,56,37.9,0.15,0.0,큰길(12m+)
35.1242,129.1132,2,0.766,65,36.6,0.15,0.0,큰길(12m+)
35.1241,129.1125,1,0.922,79,22.5,0.31,0.0,큰길(12m+)
35.1243,129.1121,1,0.669,87,8.5,0.66,0.0,혼합골목(6-12m)
35.1242,129.1115,1,0.828,121,12.2,0.46,0.0,큰길(12m+)
35.124,129.111,1,0.892,153,15.0,0.37,0.0,큰길(12m+)
35.1236,129.1108,1,0.585,144,5.9,0.95,0.0,보행골목(<6m)
35.1236,129.1113,1,0.58,138,7.1,0.79,0.0,혼합골목(6-12m)
35.1231,129.1115,1,0.552,144,8.7,0.64,0.0,혼합골목(6-12m)
35.1228,129.112,1,0.593,103,6.2,0.91,0.0,혼합골목(6-12m)
35.1226,129.1124,1,0.932,88,21.4,0.26,0.0,큰길(12m+)
35.1224,129.1118,1,0.542,99,8.3,0.68,1.3,혼합골목(6-12m)
35.123,129.1117,1,0.732,122,13.1,0.43,0.0,큰길(12m+)
35.1233,129.1113,1,0.682,142,7.3,0.77,0.0,혼합골목(6-12m)
35.1229,129.1101,1,0.543,131,8.2,0.68,0.0,혼합골목(6-12m)
35.1229,129.1097,1,0.858,109,29.1,0.19,0.0,큰길(12m+)
35.1233,129.1096,1,0.8,117,14.2,0.39,0.0,큰길(12m+)
35.1233,129.109,2,0.772,106,8.3,0.68,0.0,혼합골목(6-12m)
35.1237,129.1091,3,0.528,126,7.5,0.75,0.0,혼합골목(6-12m)
35.1242,129.1092,2,0.477,146,6.7,0.84,0.0,혼합골목(6-12m)
35.1242,129.1098,1,0.464,144,6.6,1.06,0.0,혼합골목(6-12m)
35.1243,129.1103,1,0.839,139,12.9,0.43,0.0,큰길(12m+)
35.1246,129.1107,1,0.647,137,11.0,0.51,0.0,혼합골목(6-12m)
35.1249,129.1112,1,0.851,95,16.9,0.5,0.0,큰길(12m+)
35.125,129.1118,1,0.708,65,18.3,0.31,0.0,큰길(12m+)
35.1251,129.1123,1,0.932,33,69.3,0.08,0.0,큰길(12m+)
35.1245,129.1126,1,0.955,52,81.4,0.17,0.0,큰길(12m+)
35.1242,129.1126,1,0.896,70,25.6,0.27,0.0,큰길(12m+)
35.1244,129.1137,1,0.961,44,30.5,0.18,0.0,큰길(12m+)
35.1243,129.1144,1,0.955,55,95.8,0.18,0.0,큰길(12m+)
35.1652,129.0568,1,0.998,16,73.8,0.06,0.0,큰길(12m+)
35.1649,129.0561,3,0.996,10,53.2,0.08,0.0,큰길(12m+)
35.1649,129.0559,1,0.996,12,57.2,0.07,0.0,큰길(12m+)
35.1647,129.0553,1,0.997,16,68.8,0.06,0.0,큰길(12m+)
35.1647,129.0547,1,0.998,36,104.0,0.03,0.0,큰길(12m+)
35.1646,129.055,1,0.998,26,,,,개방
35.1657,129.055,1,0.863,1,10.4,0.27,0.0,혼합골목(6-12m)
35.166,129.0551,1,0.954,1,,,,개방
35.165,129.0562,1,0.996,9,54.4,0.08,0.0,큰길(12m+)
35.1826,129.103,3,0.29,41,5.9,11.41,0.0,보행골목(<6m)
35.1823,129.1034,13,0.578,41,29.4,1.09,0.0,큰길(12m+)
35.1828,129.1031,3,0.21,28,35.0,1.96,0.0,큰길(12m+)
35.1828,129.1035,9,0.232,24,41.2,1.7,0.0,큰길(12m+)
35.1065,129.0294,4,0.505,173,8.2,0.68,0.0,혼합골목(6-12m)
35.1065,129.0293,1,0.925,165,21.9,0.26,0.0,큰길(12m+)
35.1062,129.0289,1,0.917,140,18.8,0.22,0.0,큰길(12m+)
35.1058,129.0287,2,0.826,153,18.4,0.3,0.0,큰길(12m+)
35.1054,129.0289,1,0.697,131,14.3,0.39,0.0,큰길(12m+)
35.1053,129.0283,1,0.28,180,7.4,1.89,1.9,혼합골목(6-12m)
35.1052,129.0278,1,0.389,237,3.9,1.43,2.2,보행골목(<6m)
35.1047,129.0274,2,0.725,240,8.3,0.67,0.0,혼합골목(6-12m)
35.1043,129.0272,2,0.77,192,9.7,0.58,0.0,혼합골목(6-12m)
35.104,129.0276,1,0.874,143,24.4,0.23,0.0,큰길(12m+)
35.1048,129.0275,1,0.776,247,9.3,0.6,0.0,혼합골목(6-12m)
35.1053,129.0284,1,0.279,171,7.4,1.9,0.0,혼합골목(6-12m)
35.1042,129.0295,1,0.927,56,44.9,0.12,0.0,큰길(12m+)
35.1041,129.0294,1,0.942,63,50.2,0.11,0.0,큰길(12m+)
35.1044,129.0298,1,0.621,78,21.6,0.26,0.0,큰길(12m+)
35.1047,129.0303,1,0.797,97,20.9,0.74,0.0,큰길(12m+)
35.105,129.0307,1,0.779,112,29.4,0.19,0.0,큰길(12m+)
35.1054,129.0305,1,0.717,154,11.1,0.51,0.0,혼합골목(6-12m)
35.1055,129.0304,1,0.709,168,10.8,0.52,0.0,혼합골목(6-12m)
35.106,129.0311,1,0.77,136,15.6,0.36,0.0,큰길(12m+)
35.1064,129.0312,1,0.644,144,10.3,0.95,0.0,혼합골목(6-12m)
35.1066,129.0309,1,0.503,181,7.0,0.99,1.8,혼합골목(6-12m)
35.1063,129.0304,1,0.597,207,6.3,0.89,0.0,혼합골목(6-12m)
35.106,129.03,1,0.707,214,6.7,0.84,0.0,혼합골목(6-12m)
35.1057,129.0295,1,0.425,195,7.3,1.91,0.0,혼합골목(6-12m)
35.1055,129.0291,1,0.696,143,12.5,0.56,0.0,큰길(12m+)
35.1061,129.029,1,0.959,147,23.9,0.18,0.0,큰길(12m+)
35.1069,129.0296,1,0.524,157,13.3,0.42,0.0,큰길(12m+)
35.1073,129.0298,1,0.829,171,18.8,0.3,0.0,큰길(12m+)
35.1634,129.0502,2,0.76,8,57.0,0.1,0.0,큰길(12m+)
35.1627,129.0505,1,0.804,7,,,,개방
35.163,129.0499,3,0.868,5,74.4,0.79,0.0,큰길(12m+)
35.1629,129.0498,1,0.911,4,,,,개방
35.1626,129.0494,1,0.995,12,,,,개방
35.1625,129.0488,2,0.997,37,,,,개방
35.1624,129.0482,1,0.995,60,,,,개방
35.1625,129.0477,1,0.977,85,,,,개방
35.163,129.0473,1,0.741,130,8.8,0.64,0.0,혼합골목(6-12m)
35.1634,129.0471,1,0.385,137,4.3,1.31,0.0,보행골목(<6m)
35.1632,129.0463,1,0.879,136,28.0,0.2,0.0,큰길(12m+)
35.1632,129.0459,1,0.943,146,23.7,0.24,0.0,큰길(12m+)
35.1634,129.0458,1,0.782,172,11.9,0.47,0.0,혼합골목(6-12m)
35.1637,129.0456,1,0.645,207,20.5,0.27,0.0,큰길(12m+)
35.164,129.0458,1,0.916,170,23.3,0.24,0.0,큰길(12m+)
35.1644,129.0459,2,0.835,101,17.2,0.41,0.0,큰길(12m+)
35.1646,129.0458,1,0.5,78,6.7,0.84,0.0,혼합골목(6-12m)
35.1635,129.0474,1,0.628,141,15.2,0.37,1.4,큰길(12m+)
35.1645,129.0459,1,0.749,87,16.6,0.51,0.0,큰길(12m+)
35.1644,129.0462,1,0.339,86,6.1,1.39,1.1,혼합골목(6-12m)
35.1642,129.0459,1,0.848,131,13.9,0.4,0.0,큰길(12m+)
35.1638,129.0456,1,0.932,200,25.1,0.22,0.0,큰길(12m+)
35.1637,129.0457,1,0.901,201,19.4,0.29,0.0,큰길(12m+)
35.1628,129.0448,4,0.95,171,50.3,0.11,0.0,큰길(12m+)
35.1631,129.045,1,0.524,199,4.3,1.32,1.1,보행골목(<6m)
35.1629,129.0458,1,0.98,110,49.7,0.11,0.0,큰길(12m+)
35.1627,129.0461,1,0.996,82,72.4,0.06,0.0,큰길(12m+)
35.1626,129.0466,1,0.992,73,,,,개방
35.1627,129.0472,1,0.621,104,,,,개방
35.1625,129.0478,1,0.954,79,,,,개방
35.1624,129.0485,1,0.997,45,,,,개방
35.1626,129.0489,1,0.995,38,,,,개방
35.1627,129.0495,1,0.949,11,,,,개방
35.1633,129.0501,1,0.808,7,57.0,0.1,0.0,큰길(12m+)
35.1638,129.0502,2,0.833,11,78.4,0.54,0.0,큰길(12m+)
35.1823,129.1031,4,0.485,44,35.9,0.98,0.0,큰길(12m+)
35.1833,129.1031,3,0.244,20,36.0,1.94,0.0,큰길(12m+)
35.1834,129.1032,2,0.277,21,46.0,1.52,0.0,큰길(12m+)
37.2857,-121.9964,1,,0,,,,개방
35.1851,129.1026,1,0.721,33,32.6,1.07,0.0,큰길(12m+)
35.1844,129.1029,1,0.311,29,19.4,1.95,0.0,큰길(12m+)
35.1821,129.1032,3,0.55,51,19.9,0.49,3.0,큰길(12m+)
35.1816,129.1024,1,0.9,75,35.6,0.24,0.0,큰길(12m+)
35.1814,129.103,1,0.855,83,16.4,0.34,0.0,큰길(12m+)
35.1819,129.103,4,0.48,64,10.2,0.55,0.0,혼합골목(6-12m)
35.1841,129.1037,2,0.267,24,22.6,1.68,0.0,큰길(12m+)
37.422,-122.0841,32,,0,,,,개방
35.1834,129.1039,2,0.494,19,39.6,0.18,0.0,큰길(12m+)
35.1832,129.1032,3,0.222,20,28.2,2.43,2.4,큰길(12m+)
35.1834,129.103,1,0.3,21,56.4,1.24,0.0,큰길(12m+)
35.1822,129.1034,5,0.541,46,26.7,1.2,0.0,큰길(12m+)
35.1832,129.1033,2,0.216,19,38.2,1.79,3.1,큰길(12m+)
35.1831,129.1029,1,0.26,22,14.3,4.79,0.0,큰길(12m+)
35.1819,129.1034,4,0.785,69,10.5,0.53,0.0,혼합골목(6-12m)
37.2738,-122.0789,1,,0,,,,개방
35.1841,129.1036,14,0.224,27,22.6,1.68,0.0,큰길(12m+)
35.1828,129.1041,1,0.648,22,37.6,1.01,0.0,큰길(12m+)
35.1837,129.104,1,0.388,19,27.5,1.42,0.0,큰길(12m+)
35.1841,129.1041,2,0.447,19,28.4,0.2,0.0,큰길(12m+)
35.1847,129.1041,2,0.503,19,46.0,0.82,0.0,큰길(12m+)
35.1833,129.1039,1,0.55,20,52.4,0.13,0.0,큰길(12m+)
35.183,129.1036,1,0.243,20,39.4,1.78,0.0,큰길(12m+)
35.1833,129.1035,1,0.247,19,14.0,5.01,0.0,큰길(12m+)
35.1835,129.1033,4,0.216,20,45.4,1.54,0.0,큰길(12m+)
35.1828,129.1034,12,0.232,23,52.6,1.33,0.0,큰길(12m+)
35.1827,129.1035,4,0.248,26,19.5,3.59,0.0,큰길(12m+)
35.1817,129.1029,5,0.3,73,1.1,5.17,1.4,보행골목(<6m)
35.182,129.1035,1,0.568,60,13.2,0.42,0.0,큰길(12m+)
35.1825,129.1035,7,0.178,31,10.4,6.18,0.0,혼합골목(6-12m)
35.1824,129.1036,3,0.482,36,25.2,1.28,3.2,큰길(12m+)
35.1826,129.1034,10,0.29,30,11.8,5.45,3.3,혼합골목(6-12m)
35.1824,129.1038,4,0.502,39,28.0,1.15,3.2,큰길(12m+)
35.1825,129.1038,1,0.301,31,15.6,4.13,0.0,큰길(12m+)
35.1833,129.1032,2,0.191,21,3.9,17.87,0.0,보행골목(<6m)
35.1826,129.1035,10,0.278,30,16.7,3.86,0.0,큰길(12m+)
35.183,129.1034,8,0.258,20,54.6,1.28,0.0,큰길(12m+)
35.1825,129.1036,3,0.198,28,17.2,3.75,0.0,큰길(12m+)
35.1836,129.1034,1,0.177,23,28.3,2.47,0.0,큰길(12m+)
35.1827,129.1031,3,0.16,33,17.3,3.98,0.0,큰길(12m+)
35.1878,129.1033,1,0.952,104,31.8,0.18,0.0,큰길(12m+)
35.1849,129.1034,1,0.213,23,41.7,1.68,0.0,큰길(12m+)
35.1851,129.1035,1,0.341,26,8.5,8.24,0.0,혼합골목(6-12m)
35.1829,129.103,2,0.201,27,35.0,1.96,0.0,큰길(12m+)
35.1817,129.1032,1,0.57,72,5.5,1.01,0.0,보행골목(<6m)
35.1831,129.1034,7,0.234,18,48.3,1.45,0.0,큰길(12m+)
35.1811,129.1026,1,0.928,69,28.3,0.2,0.0,큰길(12m+)
35.1818,129.103,1,0.196,71,1.6,3.43,0.0,보행골목(<6m)
35.1816,129.1037,1,0.585,95,15.8,0.35,3.2,큰길(12m+)
35.1803,129.1034,1,0.401,119,7.0,1.6,1.4,혼합골목(6-12m)
35.1824,129.103,4,0.315,41,24.7,2.72,0.0,큰길(12m+)
35.1798,129.1029,1,0.536,88,8.5,0.66,0.0,혼합골목(6-12m)
35.1772,129.1032,1,0.902,80,40.3,0.14,0.0,큰길(12m+)
35.1781,129.1027,1,0.789,40,22.7,0.43,0.0,큰길(12m+)
35.174,129.102,1,0.608,91,9.7,0.43,0.0,혼합골목(6-12m)
35.1766,129.1021,1,0.274,26,1.7,43.48,5.2,보행골목(<6m)
35.1755,129.1025,1,0.055,60,1.1,89.33,3.4,보행골목(<6m)
35.1815,129.1032,2,0.552,84,5.3,1.06,1.5,보행골목(<6m)
35.1813,129.1034,1,0.818,99,10.2,0.55,0.0,혼합골목(6-12m)
35.1838,129.1033,1,0.19,26,14.8,4.73,1.4,큰길(12m+)
35.1838,129.1032,1,0.181,22,6.0,11.57,0.0,혼합골목(6-12m)
35.1835,129.1032,1,0.261,21,55.6,1.26,0.0,큰길(12m+)
35.1725,129.1012,1,0.542,90,10.5,0.4,0.0,혼합골목(6-12m)
35.1824,129.1031,5,0.398,41,43.0,1.56,0.0,큰길(12m+)
35.1819,129.1029,1,0.245,66,2.7,2.07,1.4,보행골목(<6m)
35.1836,129.1035,1,0.23,26,14.5,4.84,4.9,큰길(12m+)
35.1818,129.1029,2,0.427,72,5.8,0.97,0.0,보행골목(<6m)
35.1837,129.1036,3,0.241,25,18.4,2.13,0.0,큰길(12m+)
35.1829,129.1037,2,0.213,20,31.1,2.25,1.7,큰길(12m+)
35.1831,129.1039,1,0.485,17,33.9,1.12,0.0,큰길(12m+)
35.183,129.1037,1,0.197,20,5.2,13.39,0.0,보행골목(<6m)
35.1695,129.098,2,0.579,15,,,,개방
35.1699,129.0984,2,0.165,23,2.0,13.3,4.1,보행골목(<6m)
35.1703,129.0979,2,0.535,57,13.3,1.69,0.0,큰길(12m+)
35.1701,129.0985,1,0.508,28,23.5,1.13,0.0,큰길(12m+)
35.1687,129.1122,1,0.399,120,9.3,2.4,0.0,혼합골목(6-12m)
35.1666,129.1141,1,0.593,91,17.7,1.42,0.0,큰길(12m+)
35.1662,129.1149,1,0.373,64,11.9,0.94,8.0,혼합골목(6-12m)
35.1658,129.1149,1,0.425,65,5.3,1.05,1.6,보행골목(<6m)
35.1627,129.1142,1,0.664,68,32.1,0.44,0.0,큰길(12m+)
35.2595,129.0904,1,0.474,60,13.6,2.27,0.0,큰길(12m+)
35.2596,129.0904,3,0.468,59,15.5,1.98,0.0,큰길(12m+)
35.1604,129.1136,1,0.774,120,34.8,0.93,0.0,큰길(12m+)
35.1577,129.113,1,0.507,50,7.1,0.79,0.0,혼합골목(6-12m)
35.1509,129.1113,1,0.7,55,54.3,0.93,0.0,큰길(12m+)
35.1353,129.0939,1,0.893,76,49.5,0.11,0.0,큰길(12m+)
35.1351,129.0924,1,0.505,74,7.0,0.8,5.4,혼합골목(6-12m)
35.1298,129.0922,1,0.995,46,,,,개방
35.1295,129.0925,1,0.996,36,,,,개방
35.1294,129.0926,1,0.994,35,90.1,0.06,0.0,큰길(12m+)
35.1295,129.0942,2,0.414,11,4.0,1.4,19.5,보행골목(<6m)
35.1301,129.0946,4,0.971,46,40.3,0.17,0.0,큰길(12m+)
35.1815,129.1034,1,0.536,90,7.3,0.77,1.6,혼합골목(6-12m)
35.1814,129.1032,1,0.489,86,4.6,1.22,2.1,보행골목(<6m)
35.1297,129.0947,1,0.602,21,7.1,0.79,19.9,혼합골목(6-12m)
35.1815,129.1029,2,0.745,78,13.8,0.41,0.0,큰길(12m+)
35.181,129.1029,1,0.788,82,19.6,0.29,0.0,큰길(12m+)
35.1819,129.1028,1,0.489,68,7.0,0.8,0.0,혼합골목(6-12m)
35.1825,129.1028,1,0.475,47,37.3,0.94,0.0,큰길(12m+)
35.1818,129.1034,1,0.477,73,6.8,0.83,1.7,혼합골목(6-12m)
35.1821,129.1037,1,0.771,56,22.7,0.25,0.0,큰길(12m+)
35.1836,129.103,2,0.276,23,55.2,1.27,0.0,큰길(12m+)
37.6631,127.3634,1,0.992,31,70.1,0.04,0.0,큰길(12m+)
37.6629,127.3592,1,1.0,5,,,,개방
37.6569,127.3418,1,0.999,13,,,,개방
37.6569,127.342,1,0.999,12,,,,개방
37.6569,127.3419,1,0.999,11,,,,개방
37.6569,127.3414,1,0.992,16,,,,개방
37.6528,127.3037,1,0.785,47,15.5,0.72,0.0,큰길(12m+)
37.6574,127.2846,1,0.954,13,,,,개방
35.1822,129.1049,1,0.819,78,45.0,0.09,0.0,큰길(12m+)
35.1804,129.1052,1,0.687,89,31.1,1.22,0.0,큰길(12m+)
35.1846,129.106,1,0.944,27,42.8,0.2,0.0,큰길(12m+)
35.1013,129.0365,3,0.488,78,4.2,1.32,17.8,보행골목(<6m)
35.101,129.0365,2,,0,,,,개방
35.1818,129.1036,1,0.822,82,15.3,0.36,0.0,큰길(12m+)
35.1002,129.0366,1,0.393,58,6.0,3.94,16.1,혼합골목(6-12m)
35.0995,129.0367,1,0.341,23,3.6,1.56,10.2,보행골목(<6m)
35.0991,129.0365,1,0.61,19,26.2,0.21,6.7,큰길(12m+)
35.0988,129.036,1,0.538,31,6.6,0.85,18.5,혼합골목(6-12m)
35.0982,129.0361,1,0.598,22,19.8,0.28,4.3,큰길(12m+)
35.0986,129.036,1,0.611,26,24.6,0.23,8.2,큰길(12m+)
35.0987,129.036,1,0.611,29,24.3,0.23,15.0,큰길(12m+)
35.0983,129.0357,1,0.605,38,18.5,0.3,14.7,큰길(12m+)
35.0987,129.0355,1,0.812,48,26.8,0.52,0.0,큰길(12m+)
35.0992,129.0355,1,0.58,65,26.5,0.21,0.0,큰길(12m+)
35.0997,129.0353,1,0.705,88,11.5,0.49,0.0,혼합골목(6-12m)
35.0995,129.0345,2,0.917,95,24.6,0.23,0.0,큰길(12m+)
35.0999,129.0344,1,0.587,78,7.4,1.89,0.0,혼합골목(6-12m)
35.0995,129.0344,1,0.947,93,42.9,0.13,0.0,큰길(12m+)
35.0998,129.0341,1,0.821,72,114.7,0.05,0.0,큰길(12m+)
35.0995,129.0346,1,0.895,96,18.2,0.31,0.0,큰길(12m+)
35.1002,129.036,1,0.93,81,20.6,0.27,0.0,큰길(12m+)
35.1478,129.0953,1,0.996,20,,,,개방
35.1488,129.0961,1,0.993,17,108.5,0.09,0.0,큰길(12m+)
35.1501,129.0972,1,,0,,,,개방
35.1501,129.0971,2,,0,,,,개방
35.1584,129.1038,1,1.0,1,,,,개방
35.1591,129.1042,1,0.996,10,,,,개방
35.1833,129.1036,1,0.327,19,14.7,4.78,1.2,큰길(12m+)
35.2552,129.0913,1,0.516,49,45.2,1.42,0.0,큰길(12m+)
35.2556,129.0914,1,0.58,51,44.1,1.11,0.0,큰길(12m+)
35.2553,129.0913,2,0.497,48,42.6,1.51,0.0,큰길(12m+)
37.6594,127.2724,1,0.596,49,14.1,0.79,0.0,큰길(12m+)
35.1825,129.1037,1,0.266,29,14.7,4.38,1.4,큰길(12m+)
35.1819,129.1036,1,0.405,71,4.6,1.21,0.0,보행골목(<6m)
35.1819,129.1035,1,0.665,71,12.3,0.46,1.4,큰길(12m+)
37.6552,127.2749,1,0.99,22,40.1,0.14,0.0,큰길(12m+)
37.6556,127.2749,1,0.995,23,76.9,0.04,0.0,큰길(12m+)
37.6561,127.2741,1,0.858,42,9.8,0.43,0.0,혼합골목(6-12m)
37.6566,127.2735,1,0.887,55,34.0,0.29,0.0,큰길(12m+)
35.1813,129.1028,1,0.658,78,8.0,0.7,0.0,혼합골목(6-12m)
37.6593,127.2727,1,0.519,57,13.3,1.06,0.0,큰길(12m+)
35.2592,129.0902,1,0.683,75,17.4,0.16,0.0,큰길(12m+)
35.2597,129.0904,1,0.396,61,9.0,3.89,0.0,혼합골목(6-12m)
35.2594,129.0904,2,0.479,61,9.0,1.71,0.0,혼합골목(6-12m)
33.2428,126.5543,1,0.856,67,36.2,0.15,0.0,큰길(12m+)
33.2434,126.5532,10,0.545,25,,,,개방
35.2553,129.0903,2,0.473,42,27.9,1.51,0.0,큰길(12m+)
35.2615,129.0843,1,0.83,18,28.7,0.88,0.0,큰길(12m+)
35.255,129.0913,1,0.607,47,45.7,0.37,0.0,큰길(12m+)
35.254,129.0924,1,0.634,79,10.7,0.91,0.0,혼합골목(6-12m)
35.2558,129.0898,1,0.516,37,43.6,0.84,0.0,큰길(12m+)
35.2553,129.0914,1,0.534,53,44.8,1.44,0.0,큰길(12m+)
35.2554,129.0915,1,0.514,55,41.7,1.48,0.0,큰길(12m+)
35.2551,129.0914,1,0.613,57,47.2,0.71,0.0,큰길(12m+)
37.6593,127.2726,1,0.652,58,15.6,0.81,0.0,큰길(12m+)
37.6592,127.2726,1,0.49,58,10.7,1.18,0.0,혼합골목(6-12m)
37.6552,127.2556,1,0.979,10,,,,개방
35.2555,129.0914,1,0.553,52,42.8,1.14,0.0,큰길(12m+)
37.6552,127.2438,1,0.928,7,47.6,0.24,0.0,큰길(12m+)
35.255,129.0914,1,0.667,52,45.7,0.37,0.0,큰길(12m+)
37.6547,127.2438,1,0.937,10,45.2,0.25,0.0,큰길(12m+)
37.6539,127.2437,1,0.975,9,,,,개방
37.6538,127.2442,1,0.927,14,68.3,0.08,0.0,큰길(12m+)
37.655,127.2444,4,0.633,29,13.7,0.82,0.0,큰길(12m+)
37.6549,127.2449,2,0.758,48,24.6,0.51,0.0,큰길(12m+)
37.6548,127.2438,1,0.931,10,41.9,0.27,0.0,큰길(12m+)
37.655,127.2443,1,0.393,25,13.7,0.82,0.0,큰길(12m+)
37.6545,127.2444,1,0.619,28,16.4,0.68,0.0,큰길(12m+)
35.1816,129.1032,1,0.543,79,9.8,0.57,5.9,혼합골목(6-12m)
35.1829,129.104,1,0.576,20,40.0,0.94,0.0,큰길(12m+)
0.0,0.0,2,,0,,,,개방
35.1514,129.1161,1,0.437,45,4.7,1.18,0.0,보행골목(<6m)
35.1508,129.1162,1,0.712,33,,,,개방
35.1504,129.1159,1,0.632,29,,,,개방
35.1502,129.1158,2,0.636,21,,,,개방
35.1498,129.1155,1,0.625,23,,,,개방
35.1499,129.1154,1,0.516,27,,,,개방
35.15,129.1155,1,0.56,24,12.7,4.42,0.0,큰길(12m+)
35.1519,129.1165,2,0.322,42,13.7,1.02,0.0,큰길(12m+)
35.1519,129.1158,1,0.737,61,26.2,0.43,0.0,큰길(12m+)
35.1516,129.1169,1,0.731,31,,,,개방
35.1517,129.1167,1,0.022,37,1.2,17.03,1.9,보행골목(<6m)
35.1516,129.1164,1,0.432,37,11.2,2.37,0.0,혼합골목(6-12m)
35.1515,129.1155,1,0.682,75,23.8,1.23,0.0,큰길(12m+)
35.1517,129.1157,2,0.739,67,52.5,0.59,0.0,큰길(12m+)
35.1516,129.1156,1,0.698,69,43.0,0.23,0.0,큰길(12m+)
35.1517,129.1158,1,0.777,62,44.2,0.1,0.0,큰길(12m+)
35.1729,129.1086,1,0.828,101,29.4,0.29,0.0,큰길(12m+)
35.1826,129.1029,1,0.212,42,10.9,6.06,0.0,혼합골목(6-12m)
35.1835,129.104,1,0.52,18,29.8,1.32,0.0,큰길(12m+)
35.1839,129.1027,1,0.341,24,14.7,2.56,0.0,큰길(12m+)
35.2551,129.0913,3,0.555,51,47.2,0.71,0.0,큰길(12m+)
35.2547,129.0881,2,0.563,65,29.8,0.89,0.0,큰길(12m+)
35.2548,129.0881,4,0.557,66,29.4,0.91,0.0,큰길(12m+)
35.2312,129.0913,1,0.73,26,58.0,0.17,0.0,큰길(12m+)
35.231,129.091,2,0.581,19,39.7,1.41,0.0,큰길(12m+)
35.2309,129.091,1,0.523,22,42.1,1.33,0.0,큰길(12m+)
35.1575,129.1424,3,0.709,3,,,,개방
35.1571,129.1429,14,0.342,5,24.1,4.35,0.0,큰길(12m+)
35.218,129.085,3,0.892,37,,,,개방
35.2185,129.0849,4,0.853,28,,,,개방
35.2309,129.0864,2,0.625,108,20.7,0.68,0.0,큰길(12m+)
35.2313,129.0862,1,0.698,112,19.4,0.72,0.0,큰길(12m+)
35.2314,129.0856,1,0.586,114,16.4,1.02,0.0,큰길(12m+)
35.2314,129.0851,1,0.832,99,31.6,0.35,0.0,큰길(12m+)
35.2314,129.0845,1,0.363,80,3.7,3.45,0.0,보행골목(<6m)
35.2315,129.084,2,0.936,48,39.7,0.28,0.0,큰길(12m+)
35.2317,129.0829,4,0.794,8,52.8,0.05,3.8,큰길(12m+)
35.2317,129.0828,5,0.795,9,49.7,0.06,12.3,큰길(12m+)
35.2315,129.0813,2,1.0,8,93.8,0.03,0.0,큰길(12m+)
35.2315,129.0807,1,1.0,8,93.2,0.03,0.0,큰길(12m+)
35.2311,129.0804,8,0.998,17,39.9,0.07,0.0,큰길(12m+)
35.2312,129.0799,12,0.992,20,24.6,0.11,0.0,큰길(12m+)
35.2311,129.0803,5,0.991,18,39.7,0.07,0.0,큰길(12m+)
35.2278,129.0887,1,0.925,60,,,,개방
35.2282,129.0888,1,0.898,79,,,,개방
35.2288,129.089,3,0.727,83,28.6,0.24,0.0,큰길(12m+)
