lat,lon,n_records,svf,n_buildings,street_width_m,hw_ratio,snapped_m,폭등급
35.2288,129.0882,2,0.735,137,13.4,0.31,0.0,큰길(12m+)
35.2292,129.0881,2,0.526,138,7.5,0.94,1.9,혼합골목(6-12m)
35.2296,129.0878,1,0.524,134,9.8,0.86,0.0,혼합골목(6-12m)
35.2287,129.089,2,0.864,84,34.8,0.16,0.0,큰길(12m+)
35.2289,129.0891,3,0.822,81,23.5,0.3,0.0,큰길(12m+)
35.229,129.0892,1,0.828,74,16.8,0.25,0.0,큰길(12m+)
14.6525,121.0359,1,,0,,,,개방
35.2293,129.0892,1,0.677,71,10.4,0.67,0.0,혼합골목(6-12m)
35.2295,129.0891,2,0.403,64,14.2,0.69,0.0,큰길(12m+)
35.2297,129.0892,1,0.67,51,16.2,0.6,0.0,큰길(12m+)
35.2299,129.0891,2,0.592,52,14.8,0.57,0.0,큰길(12m+)
35.2299,129.0884,4,0.322,97,10.5,1.73,0.0,혼합골목(6-12m)
35.23,129.0891,6,0.735,57,15.3,0.27,0.0,큰길(12m+)
35.2302,129.0891,1,0.773,55,16.0,0.26,0.0,큰길(12m+)
35.2299,129.0893,1,0.536,45,14.6,0.58,8.3,큰길(12m+)
35.23,129.0884,3,0.41,95,9.6,1.9,0.0,혼합골목(6-12m)
35.2305,129.0896,1,0.614,35,42.5,1.25,0.0,큰길(12m+)
35.2295,129.0892,1,0.663,62,14.1,0.69,0.0,큰길(12m+)
35.2284,129.0888,2,0.933,89,99.9,0.04,0.0,큰길(12m+)
35.2279,129.0887,1,0.898,65,,,,개방
35.2274,129.0892,1,0.963,38,,,,개방
35.2285,129.0889,2,0.91,87,70.1,0.08,0.0,큰길(12m+)
35.2311,129.0886,2,0.535,89,15.3,0.82,0.0,큰길(12m+)
35.2309,129.0803,3,0.997,19,40.0,0.07,0.0,큰길(12m+)
35.4307,129.1917,2,0.984,25,49.4,0.11,0.0,큰길(12m+)
35.2308,129.0801,5,0.97,23,39.5,0.07,0.0,큰길(12m+)
35.231,129.08,4,0.483,21,1.6,1.71,6.1,보행골목(<6m)
37.504,127.0048,1,0.472,3,50.4,1.2,23.1,큰길(12m+)
37.5042,127.004,1,0.621,4,,,,개방
35.2117,129.0711,2,0.794,36,74.8,0.64,0.0,큰길(12m+)
35.2313,129.0797,7,0.992,20,24.6,0.11,0.0,큰길(12m+)
35.2309,129.0797,2,0.961,32,40.2,0.07,0.0,큰길(12m+)
35.2315,129.0798,2,0.803,10,10.9,0.26,3.2,혼합골목(6-12m)
35.2315,129.0796,1,0.997,13,58.0,0.05,0.0,큰길(12m+)
35.2308,129.0796,1,0.968,36,39.9,0.07,0.0,큰길(12m+)
35.2313,129.0798,30,0.966,18,24.6,0.11,0.0,큰길(12m+)
35.2307,129.0797,5,0.96,33,42.9,0.07,0.0,큰길(12m+)
35.2312,129.0797,23,0.991,21,24.6,0.11,0.0,큰길(12m+)
35.2307,129.0796,1,0.955,33,41.1,0.07,0.0,큰길(12m+)
35.2311,129.0796,9,0.804,28,24.6,0.11,7.4,큰길(12m+)
35.231,129.0796,19,0.803,33,38.3,0.07,2.3,큰길(12m+)
35.2315,129.08,3,0.984,8,17.3,0.16,0.0,큰길(12m+)
35.2309,129.0798,5,0.808,28,41.9,0.07,0.0,큰길(12m+)
35.2305,129.0796,1,0.308,40,1.5,2.75,0.0,보행골목(<6m)
35.2313,129.0805,1,0.999,8,,,,개방
35.2294,129.0834,3,0.499,74,16.7,0.67,0.0,큰길(12m+)
35.2281,129.0887,1,0.534,74,86.9,0.08,0.0,큰길(12m+)
35.2281,129.0894,1,0.863,51,,,,개방
35.2286,129.0889,1,0.705,89,38.4,0.15,0.0,큰길(12m+)
35.2291,129.0892,2,0.739,73,12.5,0.56,0.0,큰길(12m+)
35.2292,129.089,3,0.455,80,9.5,0.89,1.4,혼합골목(6-12m)
35.2293,129.0887,1,0.426,82,11.7,0.84,0.0,혼합골목(6-12m)
35.2295,129.0885,1,0.149,96,1.9,5.88,0.0,보행골목(<6m)
35.2296,129.0883,1,0.183,109,0.9,6.57,0.0,보행골목(<6m)
35.2299,129.0882,5,0.1,105,2.4,8.7,1.0,보행골목(<6m)
35.2305,129.088,2,0.457,118,7.6,1.29,0.0,혼합골목(6-12m)
37.5116,126.9609,1,0.891,6,,,,개방
35.2299,129.0881,1,0.047,112,2.8,4.48,0.0,보행골목(<6m)
35.2304,129.0879,1,0.329,121,5.8,0.97,0.0,보행골목(<6m)
35.2297,129.0884,3,0.51,100,4.2,1.35,0.0,보행골목(<6m)
35.2299,129.0883,2,0.444,99,10.4,1.75,0.0,혼합골목(6-12m)
35.2299,129.0887,1,0.397,83,10.1,1.1,2.6,혼합골목(6-12m)
35.2297,129.0881,1,0.162,116,3.6,3.46,3.6,보행골목(<6m)
35.2295,129.0882,4,0.734,120,19.5,0.43,0.0,큰길(12m+)
35.2294,129.0881,1,0.643,130,9.5,1.03,0.0,혼합골목(6-12m)
35.2293,129.0881,4,0.649,134,5.4,1.05,0.0,보행골목(<6m)
35.2291,129.088,1,0.653,148,7.8,1.08,0.0,혼합골목(6-12m)
35.229,129.088,2,0.399,145,7.4,1.7,0.0,혼합골목(6-12m)
35.2287,129.0878,1,0.697,152,7.8,0.36,0.0,혼합골목(6-12m)
35.2289,129.0879,4,0.618,147,13.0,0.54,0.0,큰길(12m+)
35.2286,129.0878,2,0.551,151,7.4,1.13,0.0,혼합골목(6-12m)
35.2284,129.0877,2,0.776,136,13.7,0.61,0.0,큰길(12m+)
35.2282,129.0876,1,0.733,127,10.7,0.65,0.0,혼합골목(6-12m)
35.2293,129.0886,1,0.388,92,4.2,1.33,0.0,보행골목(<6m)
35.2293,129.0891,1,0.508,78,10.1,0.83,4.7,혼합골목(6-12m)
35.2284,129.089,1,0.968,80,82.9,0.1,0.0,큰길(12m+)
35.2274,129.09,1,0.858,48,53.8,0.23,0.0,큰길(12m+)
35.2286,129.0892,1,0.956,76,74.0,0.23,0.0,큰길(12m+)
35.2312,129.0865,1,0.855,112,35.2,0.32,0.0,큰길(12m+)
35.2308,129.0799,5,0.968,28,51.1,0.05,0.0,큰길(12m+)
35.2182,129.0847,19,0.846,30,,,,개방
35.2183,129.0845,12,0.779,24,,,,개방
35.218,129.0843,3,0.85,33,,,,개방
35.2181,129.0853,6,0.72,44,,,,개방
35.2182,129.0845,2,0.816,27,,,,개방
35.218,129.0851,5,0.867,43,,,,개방
35.218,129.0853,2,0.659,46,,,,개방
35.2182,129.0854,12,0.71,48,,,,개방
35.2185,129.0847,2,0.784,21,,,,개방
35.2182,129.0841,8,0.735,25,,,,개방
35.2182,129.0833,1,0.285,31,10.7,3.92,0.0,혼합골목(6-12m)
35.2184,129.0836,1,0.425,34,16.6,0.59,0.0,큰길(12m+)
35.2178,129.0841,3,0.854,35,,,,개방
35.2182,129.0842,3,0.763,25,,,,개방
35.2177,129.0842,1,0.895,37,,,,개방
35.2186,129.0843,16,0.507,23,21.3,1.97,0.0,큰길(12m+)
35.2183,129.0846,6,0.802,25,,,,개방
35.2181,129.0847,41,0.886,29,,,,개방
35.2181,129.0844,2,0.845,28,,,,개방
35.2185,129.0844,2,0.632,20,78.3,0.07,0.0,큰길(12m+)
35.219,129.0843,2,0.36,30,26.2,3.42,0.0,큰길(12m+)
35.2189,129.0846,4,0.611,20,12.6,1.66,0.0,큰길(12m+)
35.2176,129.084,2,0.878,40,,,,개방
35.1819,129.1031,1,0.775,66,15.4,0.36,0.0,큰길(12m+)
35.2182,129.0848,8,0.882,29,116.8,0.04,0.0,큰길(12m+)
35.2181,129.085,3,0.891,35,,,,개방
35.2183,129.0854,3,0.8,49,,,,개방
35.2177,129.0855,1,0.727,60,27.0,0.36,0.0,큰길(12m+)
35.2179,129.0856,2,0.397,58,9.7,2.89,3.8,혼합골목(6-12m)
35.2181,129.0855,9,0.244,55,5.9,4.02,6.4,보행골목(<6m)
35.2179,129.0853,2,0.726,48,25.9,0.38,0.0,큰길(12m+)
35.2182,129.0852,13,0.843,43,,,,개방
35.2181,129.0854,21,0.527,51,,,,개방
35.2182,129.085,9,0.896,34,,,,개방
35.2181,129.0849,8,0.89,32,,,,개방
35.2181,129.0848,8,0.892,30,,,,개방
35.2183,129.085,15,0.879,33,100.5,0.08,0.0,큰길(12m+)
35.2181,129.0852,10,0.818,42,,,,개방
35.2178,129.0848,2,0.894,41,,,,개방
35.2179,129.0851,3,0.891,43,,,,개방
35.2178,129.0852,2,0.833,48,27.4,0.36,0.0,큰길(12m+)
35.2179,129.0854,2,0.524,52,24.6,0.4,1.5,큰길(12m+)
35.2176,129.0849,1,0.738,48,,,,개방
35.2176,129.0855,1,0.521,61,24.2,0.41,3.6,큰길(12m+)
35.2178,129.0851,2,0.865,43,,,,개방
35.2182,129.0853,13,0.807,44,,,,개방
35.2178,129.0853,1,0.79,48,24.8,0.4,0.0,큰길(12m+)
35.2184,129.0847,9,0.802,24,,,,개방
35.2184,129.0845,2,0.724,23,,,,개방
35.1861,129.103,1,0.474,68,29.8,0.47,0.0,큰길(12m+)
35.186,129.1029,1,0.92,60,64.6,0.22,0.0,큰길(12m+)
35.1859,129.1034,1,0.371,68,4.0,1.39,0.0,보행골목(<6m)
35.1833,129.104,1,0.573,19,40.9,0.17,0.0,큰길(12m+)
35.1828,129.1039,1,0.494,24,37.6,1.01,0.0,큰길(12m+)
35.2184,129.0849,12,0.866,29,97.7,0.19,0.0,큰길(12m+)
35.2184,129.0848,3,0.832,27,,,,개방
35.2182,129.0851,7,0.878,38,,,,개방
35.2183,129.0848,9,0.844,30,116.8,0.49,0.0,큰길(12m+)
35.2178,129.0857,1,0.517,62,24.2,0.4,2.1,큰길(12m+)
35.2177,129.0853,1,0.585,53,24.5,0.4,0.0,큰길(12m+)
35.2189,129.0845,1,0.421,23,12.1,1.74,0.0,큰길(12m+)
35.2193,129.0847,2,0.416,30,27.9,2.01,0.0,큰길(12m+)
35.2182,129.0846,8,0.836,29,,,,개방
35.2184,129.0851,3,0.88,38,110.2,0.08,0.0,큰길(12m+)
35.2184,129.0852,2,0.898,39,92.6,0.09,0.0,큰길(12m+)
35.2183,129.0852,11,0.877,40,,,,개방
35.2178,129.085,2,0.865,45,,,,개방
35.2186,129.0846,2,0.703,25,,,,개방
35.2187,129.085,1,0.843,29,,,,개방
35.2315,129.0846,1,0.825,83,31.5,0.27,0.0,큰길(12m+)
35.2316,129.0835,1,0.959,19,72.6,0.15,0.0,큰길(12m+)
35.2315,129.0814,2,1.0,8,80.6,0.03,0.0,큰길(12m+)
35.2313,129.0804,5,0.993,7,98.8,0.03,0.0,큰길(12m+)
35.2308,129.08,2,0.969,27,43.8,0.06,0.0,큰길(12m+)
35.1724,129.1211,1,0.96,30,,,,개방
35.1721,129.1212,1,0.86,27,,,,개방
35.1717,129.1215,1,0.646,14,,,,개방
35.1719,129.1214,1,0.71,17,,,,개방
35.1715,129.1216,1,0.639,11,,,,개방
35.1713,129.1218,1,0.698,6,,,,개방
35.171,129.1219,1,0.621,7,,,,개방
35.1708,129.1221,1,0.707,7,,,,개방
35.1706,129.1222,1,0.668,5,,,,개방
35.1703,129.1223,1,0.676,6,,,,개방
35.1701,129.1225,1,0.729,6,,,,개방
35.1697,129.1228,1,0.86,7,,,,개방
35.1698,129.1226,1,0.801,7,,,,개방
35.1692,129.1231,1,0.889,6,,,,개방
35.1694,129.1229,1,0.863,5,,,,개방
35.1688,129.1233,1,0.875,6,,,,개방
35.1686,129.1234,1,0.869,6,,,,개방
35.1683,129.1236,1,0.87,6,,,,개방
35.1681,129.1237,1,0.869,6,,,,개방
35.1679,129.1238,1,0.859,5,,,,개방
35.1677,129.124,1,0.893,6,,,,개방
35.1675,129.1241,1,0.88,5,,,,개방
35.1672,129.1243,1,0.9,4,,,,개방
35.1665,129.1247,1,0.917,6,,,,개방
35.167,129.1244,1,0.886,5,,,,개방
35.1667,129.1245,1,0.883,7,,,,개방
35.1662,129.1248,2,0.916,5,,,,개방
35.166,129.1249,1,0.925,5,,,,개방
35.1657,129.1251,1,0.897,5,,,,개방
35.1655,129.1252,1,0.847,6,,,,개방
35.1654,129.1253,1,0.808,6,,,,개방
35.1656,129.1256,1,0.932,3,,,,개방
35.1657,129.1259,1,0.96,2,,,,개방
35.1658,129.1261,1,0.985,1,,,,개방
35.1659,129.1265,1,,0,,,,개방
35.1661,129.1267,1,,0,,,,개방
35.1662,129.1269,1,,0,,,,개방
35.1663,129.1275,1,,0,,,,개방
35.1664,129.1277,1,,0,,,,개방
35.1665,129.128,1,,0,,,,개방
35.1667,129.1283,1,,0,,,,개방
35.1669,129.1287,1,,0,,,,개방
35.167,129.1289,1,0.988,1,,,,개방
35.1672,129.129,1,,0,,,,개방
35.1673,129.1292,1,0.97,1,,,,개방
35.1675,129.1295,1,0.945,1,,,,개방
35.1677,129.1298,1,0.893,2,,,,개방
35.1679,129.13,1,0.864,2,,,,개방
35.1679,129.1303,1,0.82,5,,,,개방
35.1683,129.1309,1,0.722,6,,,,개방
35.1681,129.1305,1,0.8,5,,,,개방
35.1684,129.1311,2,0.733,8,,,,개방
35.1683,129.1314,2,0.655,7,60.4,0.39,0.0,큰길(12m+)
35.1682,129.1316,1,0.686,9,,,,개방
35.168,129.1312,1,0.156,8,9.8,7.15,1.1,혼합골목(6-12m)
35.1682,129.1312,1,0.525,7,,,,개방
35.1686,129.1309,1,0.811,6,97.3,0.42,0.0,큰길(12m+)
35.1685,129.1312,1,0.82,6,109.3,0.47,0.0,큰길(12m+)
35.1685,129.1308,1,0.804,6,97.3,0.42,0.0,큰길(12m+)
35.1688,129.1319,2,0.946,6,,,,개방
35.1689,129.1327,1,0.825,4,67.0,0.15,0.0,큰길(12m+)
35.1684,129.1319,1,0.891,7,,,,개방
35.1686,129.1321,1,0.939,6,,,,개방
35.2339,129.0798,7,0.805,12,36.3,0.08,10.5,큰길(12m+)
35.2323,129.0805,1,0.998,7,48.4,0.06,0.0,큰길(12m+)
35.2307,129.0795,1,0.948,37,39.3,0.07,0.0,큰길(12m+)
35.2311,129.08,6,0.801,21,12.0,0.23,1.3,큰길(12m+)
35.2316,129.0809,1,0.999,9,,,,개방
35.2313,129.0825,1,0.998,7,45.7,0.06,0.0,큰길(12m+)
35.2314,129.0846,1,0.49,86,31.4,0.27,0.0,큰길(12m+)
35.2312,129.085,1,0.599,103,14.8,0.85,0.0,큰길(12m+)
35.2309,129.0849,1,0.509,97,12.4,0.68,2.3,큰길(12m+)
35.2304,129.0849,1,0.57,113,12.2,0.8,0.0,큰길(12m+)
35.2303,129.0844,1,0.532,108,11.4,0.98,0.0,혼합골목(6-12m)
35.2301,129.0839,1,0.355,100,3.3,1.71,1.4,보행골목(<6m)
35.2307,129.0818,1,0.962,10,54.0,0.05,0.0,큰길(12m+)
35.2308,129.0812,1,0.816,12,43.4,0.06,0.0,큰길(12m+)
35.2309,129.0805,1,0.991,18,39.9,0.07,0.0,큰길(12m+)
35.2309,129.0796,3,0.988,32,39.2,0.07,0.0,큰길(12m+)
35.2314,129.0795,1,0.998,18,68.7,0.04,0.0,큰길(12m+)
35.2314,129.0801,1,0.804,7,24.8,0.11,1.9,큰길(12m+)
35.2318,129.0804,1,0.998,7,46.8,0.06,0.0,큰길(12m+)
35.2339,129.0811,1,0.778,10,5.3,0.53,5.0,보행골목(<6m)
35.2345,129.0812,2,0.997,10,78.6,0.09,0.0,큰길(12m+)
35.2346,129.0812,2,0.997,12,53.0,0.05,0.0,큰길(12m+)
35.2354,129.0825,5,0.6,17,3.6,0.78,4.7,보행골목(<6m)
35.2363,129.0816,44,0.996,23,58.2,0.05,0.0,큰길(12m+)
35.2361,129.0818,1,0.999,13,59.8,0.05,0.0,큰길(12m+)
35.2369,129.0814,4,0.813,64,15.1,0.56,0.0,큰길(12m+)
35.2369,129.0816,5,0.829,66,16.3,0.52,0.0,큰길(12m+)
35.2369,129.0813,2,0.835,64,15.5,0.54,0.0,큰길(12m+)
35.2369,129.0817,6,0.829,69,16.6,0.51,0.0,큰길(12m+)
35.2364,129.0816,5,0.994,27,55.6,0.05,0.0,큰길(12m+)
35.2364,129.0815,1,0.994,28,50.9,0.05,0.0,큰길(12m+)
35.236,129.0817,2,0.978,13,40.3,0.07,0.0,큰길(12m+)
35.236,129.0815,2,0.399,11,1.5,1.87,4.8,보행골목(<6m)
35.2366,129.0814,3,0.805,43,5.9,0.47,0.0,보행골목(<6m)
35.2369,129.0819,3,0.872,71,30.8,0.14,0.0,큰길(12m+)
35.1824,129.1037,2,0.438,35,2.9,20.39,2.0,보행골목(<6m)
35.1824,129.1071,1,0.884,84,27.4,0.31,0.0,큰길(12m+)
35.2362,129.0816,7,0.996,17,60.3,0.05,0.0,큰길(12m+)
35.2367,129.0816,3,0.804,54,24.0,0.12,13.3,큰길(12m+)
35.1824,129.1074,1,0.531,100,6.9,0.81,1.4,혼합골목(6-12m)
35.2364,129.0821,1,0.99,36,42.8,0.07,0.0,큰길(12m+)
35.2365,129.0815,6,0.99,34,45.8,0.06,0.0,큰길(12m+)
35.1829,129.1066,1,0.899,61,36.0,0.16,0.0,큰길(12m+)
35.1826,129.1071,2,0.882,82,26.3,0.21,0.0,큰길(12m+)
35.1827,129.1071,1,0.859,77,26.3,0.21,0.0,큰길(12m+)
35.1839,129.1071,1,0.947,52,26.4,0.21,0.0,큰길(12m+)
35.2365,129.0816,1,0.99,35,52.4,0.05,0.0,큰길(12m+)
35.2364,129.0814,1,0.993,29,46.7,0.06,0.0,큰길(12m+)
35.1761,129.1306,6,0.836,8,92.3,0.68,0.0,큰길(12m+)
35.1757,129.131,1,0.723,9,56.3,0.75,0.0,큰길(12m+)
35.2361,129.0819,1,0.999,14,58.3,0.05,0.0,큰길(12m+)
35.1761,129.1303,1,0.792,8,49.7,0.76,0.0,큰길(12m+)
35.1755,129.131,1,0.778,11,44.9,0.22,0.0,큰길(12m+)
35.176,129.1306,2,0.826,8,67.5,0.6,0.0,큰길(12m+)
35.2362,129.0815,1,0.994,17,55.2,0.05,0.0,큰길(12m+)
35.2366,129.0816,1,0.804,46,26.3,0.11,2.4,큰길(12m+)
35.1761,129.1305,1,0.825,8,58.7,0.64,0.0,큰길(12m+)
35.176,129.1307,1,0.833,8,64.3,0.63,0.0,큰길(12m+)
35.1759,129.1307,3,0.803,10,67.4,0.6,0.0,큰길(12m+)
35.2375,129.082,1,0.348,105,5.4,3.1,0.0,보행골목(<6m)
35.2371,129.0819,1,0.505,85,11.4,0.99,0.0,혼합골목(6-12m)
35.2367,129.0815,2,0.803,54,14.2,0.2,12.1,큰길(12m+)
35.2359,129.0818,5,0.996,14,36.1,0.08,0.0,큰길(12m+)
35.2358,129.0818,1,0.997,12,38.7,0.07,0.0,큰길(12m+)
35.236,129.0816,1,0.809,13,43.2,0.06,2.8,큰길(12m+)
35.2356,129.0818,1,0.999,10,47.8,0.06,0.0,큰길(12m+)
35.2361,129.0816,1,0.992,12,59.3,0.05,0.0,큰길(12m+)
35.2361,129.0812,1,0.951,8,18.2,0.15,0.0,큰길(12m+)
35.2361,129.0817,2,0.997,13,61.9,0.05,0.0,큰길(12m+)
35.2369,129.0809,1,0.93,52,45.9,0.12,0.0,큰길(12m+)
35.2362,129.0814,2,0.978,18,41.2,0.07,0.0,큰길(12m+)
35.2363,129.0815,2,0.995,20,53.3,0.05,0.0,큰길(12m+)
35.1763,129.1304,1,0.815,7,51.2,0.74,0.0,큰길(12m+)
35.2365,129.0814,1,0.989,35,35.4,0.08,0.0,큰길(12m+)
35.2366,129.0815,5,0.804,46,15.9,0.18,1.1,큰길(12m+)
35.2363,129.0817,1,0.996,21,63.0,0.04,0.0,큰길(12m+)
35.2363,129.0819,1,0.996,23,67.8,0.04,0.0,큰길(12m+)
35.2359,129.0819,1,0.998,14,40.2,0.07,0.0,큰길(12m+)
35.2354,129.0819,1,0.998,9,56.0,0.05,0.0,큰길(12m+)
35.2347,129.0824,3,0.946,9,66.6,0.04,0.0,큰길(12m+)
35.2345,129.0819,1,0.986,9,52.7,0.05,0.0,큰길(12m+)
35.2341,129.0828,3,0.943,20,37.4,0.07,0.0,큰길(12m+)
35.2341,129.0832,2,0.925,41,57.1,0.47,0.0,큰길(12m+)
35.2338,129.0837,1,0.897,63,45.0,0.19,0.0,큰길(12m+)
35.2335,129.0842,1,0.801,90,15.5,0.54,0.0,큰길(12m+)
35.2333,129.0847,1,0.873,106,25.9,0.22,0.0,큰길(12m+)
35.2332,129.0852,1,0.574,145,9.5,0.88,0.0,혼합골목(6-12m)
35.2329,129.0855,1,0.798,145,12.6,0.45,0.0,큰길(12m+)
35.2319,129.0852,1,0.701,111,15.7,0.36,0.0,큰길(12m+)
35.2289,129.0846,4,0.653,89,14.1,0.49,0.0,큰길(12m+)
35.2285,129.0857,2,0.832,99,15.3,0.28,0.0,큰길(12m+)
35.2279,129.086,1,0.837,82,26.5,0.26,0.0,큰길(12m+)
35.2247,129.0856,1,0.86,60,77.3,0.07,0.0,큰길(12m+)
35.2221,129.0852,1,0.628,52,36.8,2.13,0.0,큰길(12m+)
35.2183,129.0838,2,0.536,32,18.8,0.6,0.0,큰길(12m+)
35.218,129.0842,4,0.83,27,,,,개방
35.218,129.0846,2,0.891,32,112.8,0.38,0.0,큰길(12m+)
35.218,129.0852,2,0.835,45,,,,개방
35.2185,129.084,4,0.209,24,2.0,40.24,5.8,보행골목(<6m)
35.2185,129.0842,26,0.502,20,33.2,1.26,2.4,큰길(12m+)
35.2183,129.0842,2,0.702,22,78.6,0.07,0.0,큰길(12m+)
35.2185,129.0841,1,0.509,22,37.2,1.13,10.7,큰길(12m+)
35.1835,129.1022,1,0.597,21,30.5,1.01,0.0,큰길(12m+)
35.1818,129.1033,2,0.542,72,6.4,0.87,7.4,혼합골목(6-12m)
35.2186,129.0847,1,0.77,20,,,,개방
35.2183,129.0844,2,0.754,23,,,,개방
35.1814,129.1035,1,0.817,95,10.1,0.56,0.0,혼합골목(6-12m)
35.2188,129.0842,2,0.237,31,21.9,2.63,3.7,큰길(12m+)
35.2179,129.0847,1,0.901,34,,,,개방
35.2179,129.0858,2,0.064,66,4.4,2.85,0.0,보행골목(<6m)
35.2011,129.0841,2,0.797,53,34.0,0.33,0.0,큰길(12m+)
35.2176,129.0839,1,0.854,34,,,,개방
35.2071,129.0717,1,0.808,65,48.0,0.26,0.0,큰길(12m+)
35.2184,129.0844,2,0.684,21,,,,개방
35.2183,129.084,5,0.557,28,24.0,1.87,0.0,큰길(12m+)
35.2309,129.08,2,0.787,24,40.0,0.07,2.1,큰길(12m+)
35.2183,129.0837,4,0.518,31,16.6,0.67,0.0,큰길(12m+)
35.2181,129.084,3,0.551,26,,,,개방
39.924,116.3734,1,,0,,,,개방
35.2312,129.0804,4,0.996,7,43.6,0.06,0.0,큰길(12m+)
35.2309,129.0801,2,0.869,21,40.5,0.07,0.0,큰길(12m+)
35.2314,129.0807,1,1.0,7,93.7,0.03,0.0,큰길(12m+)
35.2313,129.0796,2,0.997,19,54.7,0.05,0.0,큰길(12m+)
35.2357,129.0786,3,0.999,8,64.6,0.04,0.0,큰길(12m+)
35.1005,128.7406,1,0.985,3,,,,개방
35.202,129.0793,1,0.632,43,16.9,0.66,0.0,큰길(12m+)
35.1866,129.1118,1,,0,,,,개방
35.1697,129.127,1,0.974,2,,,,개방
35.1565,129.1436,1,0.862,5,44.4,0.32,0.0,큰길(12m+)
35.1568,129.1428,1,0.495,6,37.7,2.78,0.0,큰길(12m+)
35.157,129.1429,4,0.441,5,31.3,3.35,0.0,큰길(12m+)
35.1822,129.1037,2,0.68,51,25.8,1.25,0.0,큰길(12m+)
35.2341,129.0857,1,0.683,143,11.7,0.72,0.0,혼합골목(6-12m)
35.2309,129.0795,2,0.988,33,40.1,0.07,0.0,큰길(12m+)
35.1645,129.1381,1,0.488,6,34.1,0.66,0.0,큰길(12m+)
35.1651,129.1381,2,0.782,7,,,,개방
35.1817,129.1033,2,0.533,74,9.8,0.57,0.0,혼합골목(6-12m)
35.1834,129.1036,1,0.341,19,34.6,2.02,0.0,큰길(12m+)
35.1839,129.1037,1,0.193,22,6.6,10.59,2.1,혼합골목(6-12m)
35.1836,129.1036,2,0.255,24,18.2,2.15,0.0,큰길(12m+)
35.2311,129.0802,3,0.804,19,39.8,0.07,2.2,큰길(12m+)
35.2357,129.0797,1,0.997,7,44.7,0.06,0.0,큰길(12m+)
35.1568,129.1437,1,0.776,5,39.2,0.36,0.0,큰길(12m+)
35.236,129.0797,2,0.999,6,61.1,0.05,0.0,큰길(12m+)
35.2312,129.0805,3,0.999,7,,,,개방
35.1263,129.0451,1,0.409,83,29.7,1.51,1.5,큰길(12m+)
35.2218,129.0854,3,0.452,49,34.1,2.06,16.0,큰길(12m+)
35.222,129.086,2,0.467,35,19.4,3.62,0.0,큰길(12m+)
35.1261,129.0447,1,0.803,121,27.5,0.1,0.0,큰길(12m+)
35.1256,129.0455,1,0.745,46,46.4,0.36,0.0,큰길(12m+)
35.1259,129.0458,1,0.799,52,58.9,0.76,0.0,큰길(12m+)
35.1265,129.0455,1,0.481,67,21.8,0.51,0.0,큰길(12m+)
35.1267,129.0459,1,0.812,57,58.7,0.07,0.0,큰길(12m+)
35.1269,129.0462,2,0.589,57,,,,개방
35.1272,129.0461,3,0.756,65,25.6,2.57,0.0,큰길(12m+)
35.1274,129.0458,7,0.636,84,15.0,0.75,0.0,큰길(12m+)
35.222,129.0862,1,0.188,31,12.8,5.49,0.0,큰길(12m+)
35.127,129.0444,1,0.821,225,20.5,0.41,0.0,큰길(12m+)
35.222,129.0857,1,0.438,41,13.3,5.36,2.5,큰길(12m+)
35.1273,129.0451,3,0.461,155,16.4,0.6,0.0,큰길(12m+)
35.2218,129.0851,1,0.474,48,30.8,2.27,0.0,큰길(12m+)
35.1276,129.0454,2,0.578,129,16.5,0.76,0.0,큰길(12m+)
35.1481,129.0651,1,0.532,3,16.3,4.28,5.6,큰길(12m+)
35.1479,129.0634,4,0.999,2,,,,개방
35.1479,129.065,5,0.71,3,35.6,1.97,0.0,큰길(12m+)
35.1479,129.064,2,0.757,2,,,,개방
35.1487,129.0639,2,0.998,2,85.2,0.05,0.0,큰길(12m+)
35.1273,129.0459,3,0.757,74,33.2,0.21,0.0,큰길(12m+)
35.1271,129.0462,2,0.547,59,12.8,0.55,0.0,큰길(12m+)
35.1272,129.0458,3,0.737,75,18.1,0.39,0.0,큰길(12m+)
35.2215,129.0854,5,0.419,32,24.2,3.42,25.9,큰길(12m+)
35.2214,129.0858,1,0.506,21,58.6,1.22,34.2,큰길(12m+)
35.2212,129.0863,1,0.591,25,58.6,1.22,0.0,큰길(12m+)
35.2218,129.0859,1,0.451,32,16.5,4.24,17.8,큰길(12m+)
35.1274,129.0451,2,0.583,153,15.3,0.73,0.0,큰길(12m+)
35.1481,129.065,1,0.606,3,16.3,4.29,0.0,큰길(12m+)
35.1484,129.065,1,0.539,2,16.6,4.23,0.0,큰길(12m+)
35.1482,129.0646,1,0.465,2,16.3,4.3,25.4,큰길(12m+)
35.1488,129.0642,2,0.89,3,83.0,0.05,0.0,큰길(12m+)
35.1486,129.0633,1,0.993,9,,,,개방
35.1487,129.064,1,0.908,3,85.0,0.05,0.0,큰길(12m+)
35.1491,129.0644,1,0.892,4,,,,개방
35.1486,129.0634,1,0.999,7,,,,개방
35.1488,129.0638,1,0.996,2,82.3,0.05,0.0,큰길(12m+)
35.1488,129.0641,3,0.904,3,86.9,0.05,0.0,큰길(12m+)
35.1487,129.0637,1,0.998,2,80.3,0.05,0.0,큰길(12m+)
35.1487,129.065,1,0.614,3,20.8,3.37,0.0,큰길(12m+)
35.1483,129.0643,1,0.711,2,12.2,0.23,13.6,큰길(12m+)
